Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
resplendent,resplendent,0.22,Adjective,11,11,3,resplendent,14.64,0.74,14.64,0.74,,,,
respond,respond,14.10,Verb,7,7,2,respond,8.84,1.00,8.84,1.00,,,,7.72
responded,responded,2.71,Verb,9,9,3,respond,,,8.84,1.00,,,,7.72
respondent,respondent,0.14,Noun,10,10,3,respondent,12.56,0.90,12.56,0.90,,,,
responder,responder,0.02,Noun,9,8,3,responder,11.05,1.00,11.05,1.00,,,,
responders,responders,0.31,Noun,10,9,3,responder,,,11.05,1.00,,,,
responding,responding,4.86,Verb,10,9,3,respond,,,8.84,1.00,,,,7.72
responds,responds,1.25,Verb,8,8,2,respond,,,8.84,1.00,,,,7.72
response,response,16.10,Noun,8,7,2,response,7.22,1.00,7.22,1.00,8.77,,,8.53
responses,responses,1.57,Noun,9,9,3,response,,,7.22,1.00,8.77,,,8.53
responsibilities,responsibilities,6.63,Noun,16,15,6,responsibility,,,6.89,1.00,,10.13,,
responsibility,responsibility,35.41,Noun,14,14,6,responsibility,6.89,1.00,6.89,1.00,,10.13,,
responsible,responsible,45.06,Adjective,11,11,4,responsible,10.15,1.00,10.15,1.00,,,,
responsive,responsive,0.78,Adjective,10,9,3,responsive,10.58,1.00,10.58,1.00,,,,
responsiveness,responsiveness,0.04,Noun,14,12,4,responsiveness,10.62,1.00,10.62,1.00,,,,
rest,rest,212.96,Noun,4,4,1,rest,4.22,1.00,4.22,1.00,5.51,4.62,5.79,
restack,restack,0.02,Verb,7,6,2,restack,8.47,0.94,8.47,0.94,,,,
restage,restage,0.04,Verb,7,6,2,restage,12.00,0.58,12.00,0.58,,,,
restaged,restaged,0.04,Verb,8,7,2,restage,,,12.00,0.58,,,,
restart,restart,0.59,Verb,7,7,2,restart,7.95,1.00,7.95,1.00,,,,
restarted,restarted,0.06,Verb,9,9,3,restart,,,7.95,1.00,,,,
restarting,restarting,0.08,Verb,10,9,3,restart,,,7.95,1.00,,,,
restarts,restarts,0.10,Verb,8,8,2,restart,,,7.95,1.00,,,,
restate,restate,0.14,Verb,7,6,2,restate,11.19,0.89,11.19,0.89,,,,
restatement,restatement,0.02,Noun,11,10,3,restatement,12.95,0.95,12.95,0.95,,,,
restates,restates,0.02,Verb,8,7,2,restate,,,11.19,0.89,,,,
restaurant,restaurant,46.53,Noun,10,8,3,restaurant,5.95,1.00,5.95,1.00,,,,
restaurants,restaurants,6.84,Noun,11,9,3,restaurant,,,5.95,1.00,,,,
restaurateur,restaurateur,0.08,Noun,12,8,4,restaurateur,11.58,0.67,11.58,0.67,,,,
restaurateurs,restaurateurs,0.04,Noun,13,9,4,restaurateur,,,11.58,0.67,,,,
rested,rested,2.22,Verb,6,6,2,rest,,,4.22,1.00,5.51,4.62,5.79,
restful,restful,0.75,Adjective,7,7,2,restful,8.84,1.00,8.84,1.00,,,,
restfulness,restfulness,0.02,Noun,11,10,3,restfulness,9.47,0.94,9.47,0.94,,,,
resting,resting,7.00,Verb,7,6,2,rest,,,4.22,1.00,5.51,4.62,5.79,
restitution,restitution,0.55,Noun,11,10,4,restitution,13.12,0.89,13.12,0.89,,,,
restless,restless,4.84,Adjective,8,7,2,restless,9.74,1.00,9.74,1.00,,,,
restlessness,restlessness,0.31,Noun,12,10,3,restlessness,11.60,1.00,11.60,1.00,,,,
restock,restock,0.45,Verb,7,6,2,restock,12.59,0.89,12.59,0.89,,,,
restocked,restocked,0.12,Verb,9,7,2,restock,,,12.59,0.89,,,,
restocking,restocking,0.06,Verb,10,8,3,restock,,,12.59,0.89,,,,
restorable,restorable,0.02,Adjective,10,10,4,restorable,8.95,1.00,8.95,1.00,,,,
restoration,restoration,0.94,Noun,11,9,4,restoration,11.17,1.00,11.17,1.00,,,,
restorations,restorations,0.04,Noun,12,10,4,restoration,,,11.17,1.00,,,,
restorative,restorative,0.08,Adjective,11,10,4,restorative,12.94,0.94,12.94,0.94,,,,
restore,restore,4.96,Verb,7,6,2,restore,10.78,1.00,10.78,1.00,9.30,10.09,,8.96
restored,restored,4.20,Verb,8,7,2,restore,,,10.78,1.00,9.30,10.09,,8.96
restorer,restorer,0.22,Noun,8,7,3,restorer,10.89,1.00,10.89,1.00,,,,
restores,restores,0.20,Verb,8,7,2,restore,,,10.78,1.00,9.30,10.09,,8.96
restoring,restoring,0.98,Verb,9,8,3,restore,,,10.78,1.00,9.30,10.09,,8.96
restrain,restrain,1.53,Verb,8,7,2,restrain,9.06,0.95,9.06,0.95,,,,10.04
restrained,restrained,1.10,Verb,10,8,2,restrain,,,9.06,0.95,,,,10.04
restrainer,restrainer,0.02,Noun,10,8,3,restrainer,11.76,0.89,11.76,0.89,,,,
restraining,restraining,3.35,Adjective,11,9,3,restraining,10.37,1.00,10.37,1.00,,,,
restrains,restrains,0.06,Verb,9,8,2,restrain,,,9.06,0.95,,,,10.04
restraint,restraint,2.57,Noun,9,8,2,restraint,9.50,1.00,9.50,1.00,,,,10.32
restraints,restraints,1.51,Noun,10,9,2,restraint,,,9.50,1.00,,,,10.32
restrict,restrict,0.55,Verb,8,8,2,restrict,9.47,1.00,9.47,1.00,,,,9.13
restricted,restricted,4.10,Adjective,10,10,3,restricted,8.11,1.00,8.11,1.00,,,,
restricting,restricting,0.25,Verb,11,10,3,restrict,,,9.47,1.00,,,,9.13
restriction,restriction,0.51,Noun,11,10,3,restriction,9.72,1.00,9.72,1.00,,,,
restrictions,restrictions,1.43,Noun,12,11,3,restriction,,,9.72,1.00,,,,
restrictive,restrictive,0.27,Adjective,11,10,3,restrictive,11.00,1.00,11.00,1.00,,,,
restricts,restricts,0.14,Verb,9,9,2,restrict,,,9.47,1.00,,,,9.13
restring,restring,0.02,Verb,8,7,2,restring,9.84,1.00,9.84,1.00,,,,
restroom,restroom,2.45,Noun,8,7,2,restroom,6.63,1.00,6.63,1.00,,,,
restrooms,restrooms,0.45,Noun,9,8,2,restroom,,,6.63,1.00,,,,
restructure,restructure,0.25,Verb,11,9,3,restructure,11.00,1.00,11.00,1.00,,,,
restructured,restructured,0.29,Verb,12,10,3,restructure,,,11.00,1.00,,,,
restructuring,restructuring,0.35,Noun,13,11,4,restructuring,12.53,1.00,12.53,1.00,,,,
rests,rests,2.75,Verb,5,5,1,rest,,,4.22,1.00,5.51,4.62,5.79,
resubmit,resubmit,0.06,Verb,8,8,3,resubmit,10.53,0.94,10.53,0.94,,,,
result,result,19.76,Noun,6,6,2,result,8.22,1.00,8.22,1.00,,8.09,,8.20
resultant,resultant,0.06,Adjective,9,9,3,resultant,13.67,0.83,13.67,0.83,,,,
resulted,resulted,1.18,Verb,8,8,3,result,,,8.22,1.00,,8.09,,8.20
resulting,resulting,1.57,Verb,9,8,3,result,,,8.22,1.00,,8.09,,8.20
results,results,22.71,Noun,7,7,2,result,,,8.22,1.00,,8.09,,8.20
resume,resume,5.69,Verb,6,5,2,resume,13.47,1.00,13.47,1.00,,,,
resumed,resumed,0.37,Verb,7,6,2,resume,,,13.47,1.00,,,,
resumes,resumes,1.12,Verb,7,6,2,resume,,,13.47,1.00,,,,
resuming,resuming,0.59,Verb,8,7,3,resume,,,13.47,1.00,,,,
resumption,resumption,0.06,Noun,10,9,3,resumption,13.06,0.89,13.06,0.89,,11.81,,
resurface,resurface,0.12,Verb,9,7,3,resurface,10.50,1.00,10.50,1.00,,,,
resurfaced,resurfaced,0.39,Verb,10,8,3,resurface,,,10.50,1.00,,,,
resurfaces,resurfaces,0.14,Verb,10,9,4,resurface,,,10.50,1.00,,,,
resurfacing,resurfacing,0.10,Verb,11,9,4,resurface,,,10.50,1.00,,,,
resurgence,resurgence,0.08,Noun,10,8,3,resurgence,15.35,0.89,15.35,0.89,,,,
resurrect,resurrect,0.71,Verb,9,7,3,resurrect,10.00,1.00,10.00,1.00,,,,
resurrected,resurrected,0.98,Verb,11,9,4,resurrect,,,10.00,1.00,,,,
resurrecting,resurrecting,0.14,Verb,12,9,4,resurrect,,,10.00,1.00,,,,
resurrection,resurrection,3.37,Noun,12,9,4,resurrection,8.42,1.00,8.42,1.00,,,,
resurrections,resurrections,0.02,Noun,13,11,4,resurrection,,,8.42,1.00,,,,
resurvey,resurvey,0.02,Noun,8,6,3,resurvey,14.00,0.74,14.00,0.74,,,,
resuscitate,resuscitate,0.86,Verb,11,9,4,resuscitate,11.74,1.00,11.74,1.00,,,,
resuscitated,resuscitated,0.39,Verb,12,11,5,resuscitate,,,11.74,1.00,,,,
resuscitating,resuscitating,0.06,Verb,13,11,5,resuscitate,,,11.74,1.00,,,,
resuscitation,resuscitation,0.45,Noun,13,11,5,resuscitation,11.79,1.00,11.79,1.00,,,,
resuscitator,resuscitator,0.06,Noun,12,11,5,resuscitator,13.24,0.94,13.24,0.94,,,,
ret,ret,0.02,Noun,3,3,1,ret,13.70,0.53,13.70,0.53,,,,
retail,retail,2.31,Adjective,6,5,2,retail,10.50,1.00,10.50,1.00,,,,9.85
retailer,retailer,0.04,Noun,8,6,3,retailer,10.40,1.00,10.40,1.00,,,,
retailers,retailers,0.24,Noun,9,7,3,retailer,,,10.40,1.00,,,,
retailing,retailing,0.08,Noun,9,7,3,retailing,12.94,1.00,12.94,1.00,,,,
retails,retails,0.06,Verb,7,6,2,retail,,,10.50,1.00,,,,9.85
retain,retain,2.37,Verb,6,5,2,retain,11.32,1.00,11.32,1.00,,,,9.58
retained,retained,1.20,Verb,8,6,2,retain,,,11.32,1.00,,,,9.58
retainer,retainer,2.12,Noun,8,6,3,retainer,11.50,1.00,11.50,1.00,,,,
retainers,retainers,0.08,Noun,9,7,3,retainer,,,11.50,1.00,,,,
retaining,retaining,0.65,Verb,9,7,3,retain,,,11.32,1.00,,,,9.58
retains,retains,0.35,Verb,7,6,2,retain,,,11.32,1.00,,,,9.58
retake,retake,0.73,Verb,6,5,2,retake,8.79,1.00,8.79,1.00,,,,
retaken,retaken,0.10,Verb,7,7,3,retake,,,8.79,1.00,,,,
retakes,retakes,0.08,Verb,7,6,2,retake,,,8.79,1.00,,,,
retaking,retaking,0.14,Verb,8,7,3,retake,,,8.79,1.00,,,,
retaliate,retaliate,1.25,Verb,9,8,4,retaliate,10.00,1.00,10.00,1.00,,,,
retaliated,retaliated,0.16,Verb,10,10,5,retaliate,,,10.00,1.00,,,,
retaliates,retaliates,0.02,Verb,10,9,4,retaliate,,,10.00,1.00,,,,
retaliating,retaliating,0.12,Verb,11,10,5,retaliate,,,10.00,1.00,,,,
retaliation,retaliation,0.94,Noun,11,10,5,retaliation,13.00,0.95,13.00,0.95,,,,
retaliations,retaliations,0.02,#N/A,12,11,5,retaliation,,,13.00,0.95,,,,
retaliatory,retaliatory,0.25,Adjective,11,11,5,retaliatory,12.41,0.94,12.41,0.94,,,,
retard,retard,3.94,Noun,6,6,2,retard,7.84,1.00,7.84,1.00,,,,
retardant,retardant,0.10,Noun,9,9,3,retardant,13.94,0.84,13.94,0.84,,,,
retardation,retardation,0.31,Noun,11,10,4,retardation,10.11,1.00,10.11,1.00,,,,
retarded,retarded,6.24,Adjective,8,8,3,retarded,8.00,1.00,8.00,1.00,,,,
retarding,retarding,0.02,Verb,9,8,3,retard,,,7.84,1.00,,,,
retards,retards,0.94,Noun,7,7,2,retard,,,7.84,1.00,,,,
retch,retch,0.29,Name,5,3,1,retch,11.06,0.91,11.06,0.91,,,12.22,
retches,retches,0.18,Verb,7,5,2,retch,,,11.06,0.91,,,12.22,
retching,retching,0.37,Verb,8,5,2,retch,,,11.06,0.91,,,12.22,
retell,retell,0.02,Verb,6,5,2,retell,8.53,0.83,8.53,0.83,,,,
retention,retention,0.27,Noun,9,8,3,retention,12.61,1.00,12.61,1.00,,11.60,,
retentive,retentive,0.06,Adjective,9,8,3,retentive,15.37,0.90,15.37,0.90,,,,
retentiveness,retentiveness,0.02,Noun,13,11,4,retentiveness,14.36,0.78,14.36,0.78,,,,
retest,retest,0.22,Noun,6,6,2,retest,9.47,1.00,9.47,1.00,,,,
retested,retested,0.10,Verb,8,8,3,retest,,,9.47,1.00,,,,
rethink,rethink,1.76,Verb,7,6,2,rethink,8.95,1.00,8.95,1.00,,,,
rethinking,rethinking,0.22,Verb,10,8,3,rethink,,,8.95,1.00,,,,
rethought,rethought,0.12,Verb,9,5,2,rethink,,,8.95,1.00,,,,
rethread,rethread,0.04,Verb,8,6,2,rethread,11.18,0.94,11.18,0.94,,,,
reticence,reticence,0.12,Noun,9,8,3,reticence,15.00,0.67,15.00,0.67,,,,
reticent,reticent,0.24,Adjective,8,8,3,reticent,15.31,0.62,15.31,0.62,,,,
reticular,reticular,0.10,Adjective,9,10,4,reticular,11.30,0.45,11.30,0.45,,,,
reticulation,reticulation,0.02,Noun,12,12,5,reticulation,15.78,0.50,15.78,0.50,,,,
reticulum,reticulum,0.12,Noun,9,10,4,reticulum,14.29,0.39,14.29,0.39,,,,
retie,retie,0.02,Noun,5,4,2,retie,7.41,0.85,7.41,0.85,,,,
retime,retime,0.02,Noun,6,5,2,retime,11.56,0.47,11.56,0.47,,,,
retina,retina,0.73,Noun,6,6,3,retina,10.76,0.94,10.76,0.94,,,,
retinal,retinal,0.69,Adjective,7,7,3,retinal,15.62,0.84,15.62,0.84,,,,
retinas,retinas,0.29,Noun,7,7,3,retina,,,10.76,0.94,,,,
retinitis,retinitis,0.10,Noun,9,9,4,retinitis,17.31,0.72,17.31,0.72,,,,
retinoblastoma,retinoblastoma,0.02,Noun,14,14,6,retinoblastoma,17.00,0.63,17.00,0.63,,,,
retinopathy,retinopathy,0.02,Noun,11,10,5,retinopathy,15.27,0.50,15.27,0.50,,,,
retire,retire,9.78,Verb,6,5,2,retire,10.50,1.00,10.50,1.00,,,,10.04
retired,retired,12.06,Verb,7,6,2,retire,,,10.50,1.00,,,,10.04
retiree,retiree,0.06,Noun,7,6,3,retiree,11.63,1.00,11.63,1.00,,,,
retirees,retirees,0.06,Noun,8,7,3,retiree,,,11.63,1.00,,,,
retirement,retirement,8.45,Noun,10,9,4,retirement,9.11,1.00,9.11,1.00,,,,
retirements,retirements,0.02,Noun,11,10,3,retirement,,,9.11,1.00,,,,
retires,retires,0.45,Verb,7,6,2,retire,,,10.50,1.00,,,,10.04
retiring,retiring,2.35,Verb,8,7,3,retire,,,10.50,1.00,,,,10.04
retold,retold,0.08,Verb,6,6,2,retell,,,8.53,0.83,,,,
retook,retook,0.08,Verb,6,5,2,retake,,,8.79,1.00,,,,
retool,retool,0.10,Verb,6,5,2,retool,12.17,1.00,12.17,1.00,,,,
retooled,retooled,0.06,Verb,8,6,2,retool,,,12.17,1.00,,,,
retooling,retooling,0.08,Verb,9,7,3,retool,,,12.17,1.00,,,,
retort,retort,0.25,Noun,6,6,2,retort,11.50,0.89,11.50,0.89,,,,
retorts,retorts,0.04,Verb,7,7,2,retort,,,11.50,0.89,,,,
retrace,retrace,0.69,Verb,7,6,2,retrace,7.60,1.00,7.60,1.00,,,,
retraced,retraced,0.06,Verb,8,7,2,retrace,,,7.60,1.00,,,,
retraces,retraces,0.04,Verb,8,8,3,retrace,,,7.60,1.00,,,,
retract,retract,1.45,Verb,7,7,2,retract,12.17,1.00,12.17,1.00,,,,10.60
retractable,retractable,0.18,Adjective,11,11,4,retractable,13.20,1.00,13.20,1.00,,,,
retracted,retracted,0.27,Verb,9,9,3,retract,,,12.17,1.00,,,,10.60
retracting,retracting,0.16,Verb,10,9,3,retract,,,12.17,1.00,,,,10.60
retraction,retraction,1.00,Noun,10,9,3,retraction,12.75,1.00,12.75,1.00,,,,
retractions,retractions,0.04,Noun,11,10,3,retraction,,,12.75,1.00,,,,
retractor,retractor,0.94,Noun,9,8,3,retractor,13.11,0.95,13.11,0.95,,,,
retractors,retractors,0.12,Noun,10,9,3,retractor,,,13.11,0.95,,,,
retracts,retracts,0.04,Verb,8,8,2,retract,,,12.17,1.00,,,,10.60
retrain,retrain,0.10,Verb,7,6,2,retrain,10.33,1.00,10.33,1.00,,,,
retrained,retrained,0.06,Verb,9,7,2,retrain,,,10.33,1.00,,,,
retraining,retraining,0.08,Noun,10,8,3,retraining,11.72,0.95,11.72,0.95,,,,
retransmit,retransmit,0.02,Verb,10,10,3,retransmit,12.29,0.78,12.29,0.78,,,,
retread,retread,0.10,Verb,7,6,2,retread,13.53,0.89,13.53,0.89,,,,
retreads,retreads,0.06,Noun,8,7,2,retread,,,13.53,0.89,,,,
retreat,retreat,9.49,Noun,7,6,2,retreat,10.53,1.00,10.53,1.00,8.69,8.56,,9.49
retreated,retreated,1.00,Verb,9,8,3,retreat,,,10.53,1.00,8.69,8.56,,9.49
retreating,retreating,0.94,Verb,10,8,3,retreat,,,10.53,1.00,8.69,8.56,,9.49
retreats,retreats,0.37,Noun,8,7,2,retreat,,,10.53,1.00,8.69,8.56,,9.49
retrench,retrench,0.02,Verb,8,7,2,retrench,15.00,0.79,15.00,0.79,,,,
retrenchment,retrenchment,0.02,Noun,12,11,3,retrenchment,13.77,0.68,13.77,0.68,,,,
retrial,retrial,0.41,Noun,7,7,3,retrial,13.06,0.86,13.06,0.86,,,,
retribution,retribution,1.67,Noun,11,11,4,retribution,13.17,1.00,13.17,1.00,,,,
retributions,retributions,0.02,Noun,12,12,4,retribution,,,13.17,1.00,,,,
retributive,retributive,0.02,Adjective,11,11,4,retributive,14.06,0.80,14.06,0.80,,,,
retrievable,retrievable,0.04,Adjective,11,10,4,retrievable,9.89,1.00,9.89,1.00,,,,
retrieval,retrieval,1.12,Noun,9,8,3,retrieval,10.33,1.00,10.33,1.00,,,,
retrieve,retrieve,4.12,Verb,8,6,2,retrieve,7.61,1.00,7.61,1.00,,,,9.67
retrieved,retrieved,0.82,Verb,9,7,2,retrieve,,,7.61,1.00,,,,9.67
retriever,retriever,0.75,Noun,9,7,3,retriever,8.74,1.00,8.74,1.00,,,,
retrievers,retrievers,0.12,Noun,10,8,3,retriever,,,8.74,1.00,,,,
retrieves,retrieves,0.12,Verb,9,7,2,retrieve,,,7.61,1.00,,,,9.67
retrieving,retrieving,0.47,Verb,10,8,3,retrieve,,,7.61,1.00,,,,9.67
retro,retro,1.47,Adjective,5,5,2,retro,11.90,1.00,11.90,1.00,,,,
retroactive,retroactive,0.39,Adjective,11,10,4,retroactive,13.11,1.00,13.11,1.00,,,,
retrocede,retrocede,0.02,Verb,9,8,3,retrocede,14.00,0.63,14.00,0.63,,,,
retrofit,retrofit,0.18,Noun,8,8,3,retrofit,12.88,0.89,12.88,0.89,,,,
retrofitted,retrofitted,0.08,Verb,11,10,4,retrofit,,,12.88,0.89,,,,
retrofitting,retrofitting,0.08,Verb,12,10,4,retrofit,,,12.88,0.89,,,,
retrograde,retrograde,0.33,Noun,10,9,3,retrograde,13.42,1.00,13.42,1.00,,,,
retrogression,retrogression,0.02,Noun,13,11,4,retrogression,15.31,0.68,15.31,0.68,,,,
retrogressive,retrogressive,0.02,Adjective,13,11,4,retrogressive,13.86,0.74,13.86,0.74,,,,
retroperitoneal,retroperitoneal,0.06,Adjective,15,15,7,retroperitoneal,15.86,0.33,15.86,0.33,,,,
retrorocket,retrorocket,0.02,Noun,11,10,4,retrorocket,13.44,0.50,13.44,0.50,,,,
retrorockets,retrorockets,0.04,Noun,12,11,4,retrorocket,,,13.44,0.50,,,,
retrospect,retrospect,0.71,Noun,10,10,3,retrospect,14.63,1.00,14.63,1.00,,,,
retrospective,retrospective,0.29,Adjective,13,12,4,retrospective,13.56,1.00,13.56,1.00,,,,
retrovirus,retrovirus,0.04,Noun,10,10,4,retrovirus,15.00,0.63,15.00,0.63,,,,
retroviruses,retroviruses,0.04,Noun,12,12,5,retrovirus,,,15.00,0.63,,,,
retry,retry,0.10,Verb,5,5,2,retry,8.00,1.00,8.00,1.00,,,,
retune,retune,0.04,Noun,6,5,2,retune,10.71,0.78,10.71,0.78,,,,
retunes,retunes,0.04,Noun,7,6,2,retune,,,10.71,0.78,,,,
return,return,91.69,Verb,6,5,2,return,5.61,1.00,5.61,1.00,7.29,,,6.75
returnable,returnable,0.10,Adjective,10,9,4,returnable,10.06,1.00,10.06,1.00,,,,
returned,returned,24.76,Verb,8,6,2,return,,,5.61,1.00,7.29,,,6.75
returnee,returnee,0.02,Noun,8,6,3,returnee,10.75,0.89,10.75,0.89,,,,
returnees,returnees,0.06,Noun,9,7,3,returnee,,,10.75,0.89,,,,
returner,returner,0.02,Noun,8,6,3,returner,9.05,1.00,9.05,1.00,,,,
returning,returning,11.57,Verb,9,7,3,return,,,5.61,1.00,7.29,,,6.75
returns,returns,8.76,Verb,7,6,2,return,,,5.61,1.00,7.29,,,6.75
retype,retype,0.04,Verb,6,5,2,retype,9.56,0.95,9.56,0.95,,,,
reuben,reuben,1.18,1.18,6,5,2,reuben,14.42,1.00,14.42,1.00,,,,11.80
reunification,reunification,0.25,Noun,13,12,6,reunification,13.94,0.95,13.94,0.95,,,,
reunify,reunify,0.02,Verb,7,7,4,reunify,13.12,0.89,13.12,0.89,,,,
reunion,reunion,8.82,Noun,7,7,3,reunion,10.05,1.00,10.05,1.00,,,,
reunions,reunions,0.65,Noun,8,8,3,reunion,,,10.05,1.00,,,,
reunite,reunite,0.71,Verb,7,6,3,reunite,9.44,1.00,9.44,1.00,,,,
reunited,reunited,1.78,Verb,8,8,4,reunite,,,9.44,1.00,,,,
reunites,reunites,0.04,Verb,8,7,3,reunite,,,9.44,1.00,,,,
reuniting,reuniting,0.27,Verb,9,8,4,reunite,,,9.44,1.00,,,,
reupholster,reupholster,0.04,Noun,11,10,4,reupholster,13.94,0.89,13.94,0.89,,,,
reupholstering,reupholstering,0.10,Verb,14,12,5,reupholster,,,13.94,0.89,,,,
reusable,reusable,0.02,Adjective,8,8,4,reusable,6.89,1.00,6.89,1.00,,,,
reuse,reuse,0.12,Verb,5,5,2,reuse,7.17,1.00,7.17,1.00,,,,
reused,reused,0.08,Verb,6,5,2,reuse,,,7.17,1.00,,,,
reusing,reusing,0.10,Verb,7,7,3,reuse,,,7.17,1.00,,,,
rev,rev,4.06,Noun,3,3,1,rev,10.67,0.79,10.67,0.79,10.68,,10.53,
revalue,revalue,0.02,Verb,7,7,3,revalue,12.22,1.00,12.22,1.00,,,,
revamp,revamp,0.08,Verb,6,6,2,revamp,13.06,1.00,13.06,1.00,,,,
revamps,revamps,0.02,Noun,7,7,2,revamp,,,13.06,1.00,,,,
reveal,reveal,9.33,Verb,6,5,2,reveal,9.47,0.94,9.47,0.94,9.59,,,9.22
revealed,revealed,5.84,Verb,8,6,2,reveal,,,9.47,0.94,9.59,,,9.22
revealer,revealer,0.02,Noun,8,6,3,revealer,10.82,0.94,10.82,0.94,,,,
reveals,reveals,1.94,Verb,7,6,2,reveal,,,9.47,0.94,9.59,,,9.22
reveille,reveille,0.76,Noun,8,5,2,reveille,13.40,0.56,13.40,0.56,,,,
revel,revel,0.80,Verb,5,5,2,revel,12.00,0.89,12.00,0.89,,,,11.19
revelation,revelation,2.75,Noun,10,9,4,revelation,9.95,1.00,9.95,1.00,,,,
revelations,revelations,1.04,Noun,11,10,4,revelation,,,9.95,1.00,,,,
reveling,revelling,0.22,Verb,8,7,3,revel,,,12.00,0.89,,,,11.19
revelries,revelries,0.02,Noun,9,8,3,revelry,,,12.67,0.83,,,,
revelry,revelry,0.18,Noun,7,7,3,revelry,12.67,0.83,12.67,0.83,,,,
revels,revels,0.33,Verb,6,6,2,revel,,,12.00,0.89,,,,11.19
revenge,revenge,19.04,Noun,7,6,2,revenge,8.00,1.00,8.00,1.00,,9.24,,8.12
revenged,revenged,0.12,Verb,8,7,2,revenge,,,8.00,1.00,,9.24,,8.12
revengeful,revengeful,0.06,Adjective,10,9,3,revengeful,10.26,0.95,10.26,0.95,,,,
revenue,revenue,2.39,Noun,7,6,3,revenue,11.74,1.00,11.74,1.00,,11.17,,
revenues,revenues,0.47,Noun,8,7,3,revenue,,,11.74,1.00,,11.17,,
reverb,reverb,0.16,Noun,6,5,2,reverb,13.93,0.83,13.93,0.83,,,,
reverberant,reverberant,0.02,Adjective,11,9,4,reverberant,13.62,0.65,13.62,0.65,,,,
reverberate,reverberate,0.04,Verb,11,8,4,reverberate,12.78,0.90,12.78,0.90,,,,
reverberated,reverberated,0.02,Verb,12,10,5,reverberate,,,12.78,0.90,,,,
reverberates,reverberates,0.06,Verb,12,9,4,reverberate,,,12.78,0.90,,,,
reverberating,reverberating,0.14,Adjective,13,10,5,reverberating,13.56,0.90,13.56,0.90,,,,
reverberation,reverberation,0.08,Noun,13,10,5,reverberation,14.82,0.94,14.82,0.94,,,,
reverberations,reverberations,0.04,Noun,14,11,5,reverberation,,,14.82,0.94,,,,
revere,revere,1.12,Name,6,5,2,revere,10.47,0.95,10.47,0.95,11.36,,,12.01
revered,revered,0.80,Verb,7,6,2,revere,,,10.47,0.95,11.36,,,12.01
reverence,reverence,1.33,Noun,9,7,3,reverence,13.06,0.94,13.06,0.94,,,,
reverenced,reverenced,0.06,Verb,10,9,3,reverence,,,13.06,0.94,,,,
reverend,reverend,18.88,Noun,8,7,3,reverend,12.11,0.95,12.11,0.95,,,,
reverends,reverends,0.08,Noun,9,9,3,reverend,,,12.11,0.95,,,,
reverent,reverent,0.22,Adjective,8,7,3,reverent,11.50,0.84,11.50,0.84,,,,
reveres,reveres,0.08,Verb,7,6,2,revere,,,10.47,0.95,11.36,,,12.01
reverie,reverie,0.14,Noun,7,5,3,reverie,13.78,0.90,13.78,0.90,,,,
reveries,reveries,0.04,Noun,8,6,3,reverie,,,13.78,0.90,,,,
reversal,reversal,1.12,Noun,8,7,3,reversal,8.11,1.00,8.11,1.00,,,,
reversals,reversals,0.08,Noun,9,8,3,reversal,,,8.11,1.00,,,,
reverse,reverse,10.98,Verb,7,5,2,reverse,6.89,1.00,6.89,1.00,,7.60,,7.65
reversed,reversed,2.69,Verb,8,6,2,reverse,,,6.89,1.00,,7.60,,7.65
reverses,reverses,0.33,Verb,8,7,3,reverse,,,6.89,1.00,,7.60,,7.65
reversible,reversible,0.29,Adjective,10,9,4,reversible,8.84,1.00,8.84,1.00,,,,
reversing,reversing,0.53,Verb,9,7,3,reverse,,,6.89,1.00,,7.60,,7.65
reversion,reversion,0.08,Noun,9,7,3,reversion,14.19,0.84,14.19,0.84,,,,
revert,revert,0.69,Verb,6,5,2,revert,13.11,1.00,13.11,1.00,11.63,,,10.90
reverted,reverted,0.20,Verb,8,7,3,revert,,,13.11,1.00,11.63,,,10.90
reverting,reverting,0.10,Verb,9,7,3,revert,,,13.11,1.00,11.63,,,10.90
reverts,reverts,0.12,Verb,7,6,2,revert,,,13.11,1.00,11.63,,,10.90
review,review,14.80,Noun,6,5,2,review,8.84,1.00,8.84,1.00,,10.75,,8.04
reviewed,reviewed,2.61,Verb,8,6,2,review,,,8.84,1.00,,10.75,,8.04
reviewer,reviewer,0.51,Noun,8,6,3,reviewer,9.68,1.00,9.68,1.00,,,,
reviewers,reviewers,0.10,Noun,9,7,3,reviewer,,,9.68,1.00,,,,
reviewing,reviewing,2.02,Verb,9,7,3,review,,,8.84,1.00,,10.75,,8.04
reviews,reviews,2.96,Noun,7,6,2,review,,,8.84,1.00,,10.75,,8.04
revile,revile,0.14,Verb,6,5,2,revile,12.59,0.94,12.59,0.94,,,,
reviled,reviled,0.18,Verb,7,6,2,revile,,,12.59,0.94,,,,
reviles,reviles,0.06,Verb,7,6,2,revile,,,12.59,0.94,,,,
revise,revise,0.86,Verb,6,5,2,revise,11.67,1.00,11.67,1.00,,,,9.31
revised,revised,1.24,Adjective,7,6,2,revised,10.31,1.00,10.31,1.00,,,,
